"wave","EIrrad"
1261,0.441718841422289
1262,0.433024032527288
1263,0.44078501889875
1264,0.432951548179525
1265,0.433970471243868
1266,0.438987173851761
1267,0.430720038687643
1268,0.427501779173021
1269,0.432990158291141
1270,0.433999332495224
1271,0.434890165712289
1272,0.432368534672222
1273,0.431456855139323
1274,0.427419502075961
1275,0.430014330836932
1276,0.429999483984777
1277,0.428931242961204
1278,0.427751436468233
1279,0.423905125310005
1280,0.421473778332429
1281,0.408818354095244
1282,0.357188323280835
1283,0.400913715200899
1284,0.414842539457653
1285,0.417076339815021
1286,0.416926968035596
1287,0.420006116708302
1288,0.416938872191838
1289,0.419965708819268
1290,0.409711158229009
1291,0.414913969677828
1292,0.41698034950305
1293,0.417980336748698
1294,0.411008340844016
1295,0.415000025964696
1296,0.416001295776654
1297,0.413138272302774
1298,0.409093625650504
1299,0.413971437703585
1300,0.412251019821425
1301,0.411059928405648
1302,0.405702016811602
1303,0.403984774637374
1304,0.403712469033948
1305,0.408184140087487
1306,0.407028083303883
1307,0.406218875454796
1308,0.405844529503039
1309,0.406001088682582
1310,0.403938295746504
1311,0.403222804066413
1312,0.401985231661797
1313,0.385868477304065
1314,0.400172840168726
1315,0.391610126719252
1316,0.395899977952148
1317,0.399002642178168
1318,0.393226071617578
1319,0.399980444231158
1320,0.398848398483188
1321,0.39599724608365
1322,0.395712829048285
1323,0.39489237124075
1324,0.396064574200419
1325,0.394080968836006
1326,0.392908238878135
1327,0.390168596529176
1328,0.392195084627595
1329,0.380210080414923
1330,0.38595132070367
1331,0.388964679029436
1332,0.37921889833557
1333,0.389980060752634
1334,0.389014481447559
1335,0.388900191072071
1336,0.384932874562183
1337,0.386458530063757
1338,0.385031105480546
1339,0.380685003838049
1340,0.378486107158136
1341,0.383079311143042
1342,0.381978972484433
1343,0.382006831838988
1344,0.382535155902419
1345,0.381976242073096
1346,0.378419554237054
1347,0.381060301258967
1348,0.379642818797676
1349,0.377969997366646
1350,0.374036756896436
1351,0.374094755064628
1352,0.378065278003648
1353,0.375988982448121
1354,0.375011488449862
1355,0.371101884441932
1356,0.370560278496838
1357,0.365149350728953
1358,0.371847316587429
1359,0.371666022976265
1360,0.365080465612772
